transaction_id,timestamp,amount,merchant_id,customer_id,is_fraud
197,2022-01-23 14:33:06,345.74,b0562669,7f6e9ddb,0
198,2020-12-05 01:58:11,497.7,0c898aeb,51135787,1
199,2021-11-22 11:29:04,443.09,07173cca,56e4efd4,1
200,2022-09-18 12:39:02,806.46,94838007,1f5ea2b3,1
201,2022-05-02 11:02:15,165.97,b13d4fe8,9b3f981a,1
202,2021-08-03 01:56:07,579.18,46368a28,0cdbd37c,1
203,2020-10-19 07:38:02,741.84,74758e54,ef69753d,0
204,2020-12-15 21:01:41,807.32,6ecd7f3f,f1186f86,1
205,2020-02-22 17:16:09,594.05,e04e43b6,9b7648ff,0
206,2022-06-13 18:57:46,363.88,16b70e5c,abad8a7c,0
207,2022-09-16 09:30:55,557.44,43ee48fe,21e60f27,1
208,2022-06-04 00:46:51,491.46,4ebb29af,192f5265,1
209,2021-07-16 06:16:32,957.85,e1158f9d,6a0fd3e0,1
210,2020-02-15 08:49:17,516.14,ed42a59e,de600d52,0
211,2021-11-01 03:23:48,436.44,7f3613b5,bad200f4,0
212,2021-04-24 22:13:37,266.59,89696917,c01f177c,0
213,2020-12-04 08:18:17,304.47,5dd32256,5514e8c6,1
214,2021-07-11 23:53:02,188.63,1e3e87d2,5a182501,1
215,2022-11-04 15:34:07,889.78,bac82c5e,02f8f24f,1
216,2020-10-25 06:20:46,789.68,c3b69d6f,5c57ae1e,0
217,2020-10-14 17:52:33,939.88,7419922d,178a3680,1
218,2021-12-11 13:50:43,133.74,98c6a252,1e52da30,1
219,2021-05-27 21:59:35,689.78,c1136a08,43780033,1
220,2021-05-01 13:38:57,114.0,ebdf0272,4bdb5b37,0
221,2022-05-17 18:16:14,885.09,4532a72e,ce5b0fc9,0
222,2022-06-05 20:38:52,424.3,7871f431,18979fed,0
223,2022-10-16 12:48:16,5.58,fad524fb,c6f778b7,0
224,2021-01-19 11:15:58,645.7,f75ad999,29d7c76f,1
225,2020-03-04 05:29:29,705.0,f723d8ca,3e7aaa76,0
226,2020-10-09 12:48:56,983.03,70a1a594,e23f5f81,1
227,2022-06-11 21:40:18,414.88,d6cb376d,e7c43325,1
228,2021-07-08 07:33:01,694.83,b63fcb10,5584bf45,0
229,2022-05-05 23:34:53,729.57,ea92f2c0,3e9eea88,1
230,2022-01-29 19:33:12,684.1,f2a8af95,1d405471,0
231,2020-04-30 18:47:43,82.3,6dbade32,f7382184,0
232,2021-04-23 11:25:56,339.66,23981635,ccd78446,0
233,2020-08-26 02:27:54,81.7,80ba3bcf,b9d6594b,0
234,2021-12-25 02:30:15,631.71,6c6a5871,c981d73c,1
235,2020-12-07 03:25:10,809.48,91f1f069,196cf1f8,0
236,2021-03-04 02:02:17,981.19,022bb2c8,01039678,1
237,2021-03-30 08:52:26,284.18,13794ee1,8c51e0bf,1
238,2021-01-30 00:08:29,673.12,7b45a7c8,c0c38bf8,1
239,2021-10-14 03:43:15,782.83,7a5efdd5,64471b88,1
240,2022-01-18 16:20:45,508.04,5c4de275,b42d49cb,0
241,2021-09-27 15:53:32,286.04,2fd0be5d,893cccab,0
242,2020-10-09 08:06:10,525.9,1394c119,5cb0b60e,0
243,2022-01-30 22:05:28,987.87,4bb4bbaf,4140eb44,0
244,2021-09-05 04:13:22,679.04,98c20d9c,7b1c234a,1
245,2022-11-13 20:02:51,723.96,0a49089a,9f989e80,0
246,2022-04-05 06:39:15,530.18,e838ac5e,a6326304,0
247,2022-11-03 15:08:56,984.93,3a9b841a,825470f9,0
248,2021-04-10 04:16:22,866.12,67bfee63,d1749fcd,0
249,2020-06-03 13:44:47,480.53,ad7f7e5a,3375426e,1
250,2021-03-16 14:00:02,807.21,53ea625b,f6c67d01,1
251,2021-12-14 00:48:48,70.76,445d9ec9,92ce24b6,1
252,2021-11-05 00:33:47,868.93,ba8cd34d,d7395c9a,0
253,2022-01-12 19:15:21,692.94,e3006d2e,d33ec010,0
254,2020-02-10 01:25:02,392.81,3652fff6,879804a1,1
255,2022-05-08 10:46:11,215.93,b957be90,54d9fc25,0
256,2020-09-21 14:51:24,154.43,9677597a,2c1bd67d,1
257,2020-12-06 11:51:46,925.9,45e6f0dd,114cc464,1
258,2021-08-12 13:55:39,191.6,0935c198,e03d7499,0
259,2020-11-19 12:37:06,295.64,eb6de831,11de3c24,0
260,2022-04-21 19:46:24,147.64,338037c0,d9e3816f,0
261,2020-02-24 08:25:11,659.5,7312ad72,b82b9e6f,0
262,2020-05-24 02:46:16,123.06,3d11d1df,7ed51e72,0
263,2020-05-06 07:24:25,127.31,61ead43a,f85ad2a8,1
264,2022-02-12 23:12:08,829.54,f07def60,1b7ba8f3,0
265,2021-03-03 08:23:16,407.04,01c25c43,464c980e,0
266,2021-02-08 17:52:08,377.25,a6671a78,49be4473,0
267,2022-08-19 11:10:21,193.29,ed94c624,1c4bb50f,0
268,2020-09-20 09:36:26,857.48,afcf8bf7,bdbdd184,1
269,2021-04-26 07:14:33,674.46,4b6244ea,fcc9d24c,0
270,2021-05-13 14:36:59,876.59,2960e704,b8771735,0
271,2021-11-27 19:32:01,880.62,37cda0c9,f1a13bad,0
272,2021-11-11 08:38:03,703.05,51e7d05f,5fc70e8c,1
273,2021-09-14 03:35:56,968.41,92d15e39,72e7ca5e,0
274,2020-12-12 14:42:34,409.48,2ae02289,c90473f9,1
275,2021-03-29 16:34:44,224.74,a8502a86,8d61c287,0
276,2021-07-18 02:53:07,515.86,6a719a2d,00fbdda1,0
277,2022-02-15 07:07:59,408.78,bd769390,40fccd47,0
278,2021-02-18 01:03:42,362.82,2baa0d67,0689a4ca,1
279,2020-06-17 11:33:29,236.62,ab4faf99,8c5c60cb,0
280,2020-02-27 10:08:59,8.38,aaf4c647,7812faf4,0
281,2020-03-15 15:38:19,774.79,7d2d478b,0d7fa7bc,1
282,2020-11-07 00:24:54,203.54,5215b6e0,7126c54c,1
283,2021-11-10 20:35:57,242.86,771a7e72,89b74a47,0
284,2022-07-13 15:17:00,435.54,51098db9,9bb6f332,0
285,2022-02-13 08:43:52,702.73,9addd968,8a8a191b,0
286,2022-01-16 00:45:22,561.12,f7702788,7eb4607f,0
287,2022-06-24 04:33:46,447.76,3e6eef15,5c173e52,1
288,2022-08-16 09:09:06,989.69,32195be2,80becce6,0
289,2021-10-19 16:19:27,310.22,3ef07b15,33e10883,0
290,2022-03-04 09:17:31,105.57,27199094,c64dcf02,0
291,2020-07-25 18:12:14,801.96,0dc3364f,10718bb6,0
292,2021-05-08 08:58:56,136.48,f656906a,1987ccec,1
293,2020-01-29 13:43:38,609.97,fbe077ea,0b844f5a,1
294,2020-08-26 15:19:27,506.85,00c1af4d,b9b259d5,0
295,2020-08-05 18:13:27,570.36,8dca185f,6c12496b,0
296,2020-10-30 00:02:46,439.91,637b5708,2fc0f81e,0
297,2021-02-15 08:07:42,972.49,14d8e372,73f3367b,1
298,2022-01-12 12:02:49,886.85,663b51cb,33939969,0
299,2020-04-05 11:24:26,674.3,96770c2a,932e7d51,1
300,2022-03-27 23:28:13,291.62,cec3f27f,fb78d33f,1
301,2022-04-07 21:51:49,809.19,e22262dd,614b6e5f,1
302,2020-06-29 21:17:12,626.39,6800e602,bdd148c7,1
303,2020-12-05 04:20:48,798.51,563f3e72,8ef64eff,1
304,2021-01-15 21:39:45,65.89,3b629097,2ac5137c,1
305,2021-08-07 05:15:27,316.51,e40592a9,45d0b53d,0
306,2020-11-09 07:27:36,114.09,3b26c9b4,aca3be61,1
307,2020-02-27 23:54:43,392.56,374f64fb,e7d3b852,1
308,2020-02-25 01:09:24,108.9,b4865263,8c702c7d,1
309,2021-12-15 01:44:42,52.72,6ad533fc,d9756925,0
310,2020-05-23 23:31:37,347.48,ccbdac73,61e13cfc,0
311,2020-05-15 02:17:29,755.03,b6f1494a,7bcfe76e,1
312,2020-12-24 23:01:35,785.13,3d200c3d,5ddfd105,1
313,2020-05-10 02:37:29,370.61,80e1c36c,9dfbe42b,1
314,2022-05-19 10:27:41,512.0,12855caa,6554ae44,0
315,2020-02-12 07:58:06,741.32,dadabc96,47047367,1
316,2021-03-04 10:36:51,309.6,393f451a,85fa6d3d,0
317,2020-05-12 06:51:52,395.01,7c223e0e,8a661658,0
318,2021-03-09 14:45:00,267.35,fdad39f9,8861b5de,0
319,2020-01-18 02:19:22,524.2,fac82ec4,dcef85e0,0
320,2020-12-24 15:15:52,236.6,20a47dde,d950f7c0,0
321,2022-09-02 04:58:47,153.68,729c99b4,222a3619,1
322,2022-05-23 09:14:43,501.31,9c4bed9c,337fde66,0
323,2022-04-30 13:06:55,345.76,eeb9abd4,366c4894,1
324,2022-09-01 21:13:55,946.78,44f8de8d,d3815077,1
325,2022-12-18 22:02:04,582.12,942e147b,184acf36,1
326,2021-06-04 02:43:53,880.9,673c62ae,10625ce7,1
327,2022-02-14 19:36:39,653.7,5e7994da,73a8a2f1,0
328,2022-10-17 05:53:25,81.92,df64f4f1,58a67cf9,0
329,2022-12-13 04:04:19,594.42,f5d01d7e,ffd34e31,1
330,2021-05-07 06:32:48,706.94,02d27088,0073f2d4,1
331,2020-07-11 00:24:03,989.11,e5302795,0ae87e59,0
332,2022-09-28 05:29:15,653.4,a947e3d1,1b6e2448,1
333,2020-06-08 11:58:08,982.51,b00a0ec0,e7696f63,0
334,2022-03-02 23:03:28,766.96,84ff4133,73829844,1
335,2020-06-08 04:05:23,132.44,27b69548,1137aa26,1
336,2022-12-12 04:00:25,773.05,f3158acd,05facc5f,1
337,2021-09-03 17:05:18,459.66,dcb255c5,43e2f4b7,1
338,2021-06-01 00:34:04,147.68,0f3f1e9f,eef1a571,1
339,2022-09-30 04:28:02,831.76,8f561f7a,3b18bb03,0
340,2020-05-07 02:03:51,730.6,cf93d5c9,4c7e2379,0
341,2022-02-13 02:40:42,842.85,88637cb5,299bcaa4,0
342,2022-03-04 21:52:41,623.76,f8ccba72,e36903b7,0
343,2022-11-30 04:21:08,262.97,55f3032d,22529ff7,0
344,2021-11-02 21:39:22,257.32,3a6d03ea,df150325,0
345,2021-02-09 08:47:52,673.54,6d1781c3,a7e26e13,1
346,2020-10-28 04:38:40,50.69,0876368b,d6a92aaf,0
347,2020-09-12 17:35:46,677.65,979d6234,5bc55689,0
348,2021-02-28 13:41:03,851.82,90f866ae,73f0c7c7,1
349,2022-03-16 07:37:06,690.63,4bea4cbd,42ac4fa0,1
350,2022-10-13 00:59:54,320.7,6c09d72e,02ff2bc9,0
351,2022-07-12 04:55:56,788.63,b87b0c4e,fbd9ebf1,1
352,2020-02-06 21:18:31,757.92,fea35a06,1172c32c,1
353,2022-09-19 09:25:07,647.14,515b4d12,08e58c25,0
354,2021-04-11 15:33:45,796.72,626434ef,eee6048f,1
355,2022-11-01 07:16:11,900.68,f45f415d,a2d072a3,0
356,2021-06-04 20:32:59,469.61,44f2870f,7efd1d22,0
357,2021-12-09 13:42:32,118.12,6d3eea8f,74ea7978,0
358,2022-01-02 00:37:01,30.33,68980193,5802bc06,0
359,2020-07-02 20:11:56,391.63,9c590799,fa8f57f7,1
360,2021-05-14 17:54:28,546.31,d06c1108,23e3ecd1,0
361,2021-10-21 06:26:35,843.45,212c257b,92f09aa3,1
362,2020-01-12 13:55:35,879.99,10980b17,e5f84d41,0
363,2021-09-18 08:04:36,731.11,85f305e7,75e0e9bf,1
364,2022-09-25 04:54:27,802.65,a68a00f9,ecd0a728,0
365,2021-06-15 06:21:19,847.38,5b14ef61,4337ec45,1
366,2021-09-21 12:42:58,616.43,d1c0cc6e,ee78a407,0
367,2021-03-04 13:10:02,381.37,03d2ba83,86cc7731,0
368,2022-10-01 10:52:54,812.99,cf3d749b,b1eda2a2,1
369,2020-02-15 00:33:31,320.95,e5829590,95103e01,0
370,2022-06-25 14:32:48,279.36,bb0ed986,b758d0e2,1
371,2020-06-26 14:47:36,508.12,30043e86,746b662a,0
372,2021-07-18 06:37:28,19.01,c75a43ff,9bc9f586,1
373,2021-06-09 21:58:22,110.08,a58d5b2c,55b352bf,1
374,2022-07-02 09:22:00,231.12,3fce8963,6f2bc9ed,1
375,2020-10-17 11:10:24,419.53,d8c43461,e716afc1,1
376,2022-05-12 06:07:42,671.36,91267d5e,c7b86f14,1
377,2022-09-04 03:51:03,945.46,cf9c3197,cbf0f3eb,1
378,2022-04-16 16:55:46,573.7,443e99b0,b5eb7218,1
379,2022-09-24 21:14:52,124.23,ac94dfce,d8421725,0
380,2021-12-21 13:35:35,718.81,a7b8b771,0592a8a3,0
381,2020-09-01 19:14:19,39.83,96e4020d,b01030fd,0
382,2020-09-18 17:52:55,263.18,ddae2c78,a655cabb,1
383,2020-09-22 02:32:35,835.2,f5716d25,dc9b6777,0
384,2021-12-20 15:04:48,547.36,27eee58d,496001ab,1
385,2021-12-07 02:48:46,787.44,639932da,c48a50bd,1
386,2022-09-22 05:33:23,77.21,dddaf896,dac6f876,1
387,2021-09-09 22:58:53,861.73,b8221f84,d1063365,0
388,2022-05-11 12:06:04,489.83,20a0e014,2d8bdac4,1
389,2020-10-11 15:31:33,794.38,bc077445,c228f871,0
390,2022-05-21 12:55:29,319.17,5885f565,f4f04184,1
391,2022-02-03 14:40:34,645.21,d4fa5a4b,181c36c3,1
392,2021-08-24 21:47:39,585.76,8a2b6796,bab94825,0
393,2021-09-14 10:32:02,35.5,7aa99b41,6a74d33d,0
394,2020-01-31 19:19:52,838.0,5e9e6b44,5b6786ee,1
395,2021-07-08 14:35:24,234.05,568b19b5,b04c3b8c,0
396,2021-01-16 05:37:52,997.16,5cef22e2,24d6e686,0
397,2022-05-04 12:31:31,656.0,a4a7374c,bd1a53eb,1
398,2020-11-15 06:00:04,375.65,34b52520,62928e08,1
399,2022-09-29 09:44:03,191.62,b4e462a6,f9ba97b1,0
400,2020-09-11 02:36:22,9.08,451fed40,b3b1dc4e,0
401,2020-11-25 03:54:27,523.42,dec94466,11ab639e,1
402,2021-02-12 21:30:13,500.7,91718625,e4715eda,0
403,2022-06-21 03:47:57,465.67,7d1a25c7,138bb9f1,1
404,2020-03-17 09:29:01,648.75,4511bb6a,4d7f4a21,1
405,2021-03-25 13:12:56,413.73,9374543b,83184a00,1
406,2022-04-08 13:02:30,364.64,ab8805ad,e8a4c01b,1
407,2022-05-24 18:35:56,794.3,565a73ed,fb4a5fcc,1
408,2022-07-21 01:03:38,21.51,f125026c,5b5f3589,0
409,2020-11-10 20:23:06,674.41,6a1bf170,8dbb8205,1
410,2022-07-06 19:53:40,984.2,85b1c319,47008392,1
411,2020-11-15 10:22:41,456.89,8928f53a,3cdc356c,1
